,name,sex,births,year
3863,Naomi,F,161,1974
3864,Benjamin,M,673,1974
3865,Kim,F,438,1974
3866,Lee,M,157,1974
3867,Mary,F,155,1974
3868,James,M,638,1974
3869,Natalie,F,427,1974
3870,Patrick,M,156,1974
3871,Heidi,F,154,1974
3872,Steven,M,632,1974
3873,Jodie,F,419,1974
3874,Gary,M,155,1974
3875,Kerrie,F,149,1974
3876,Stephen,M,626,1974
3877,Sharon,F,417,1974
3878,Shannon,M,155,1974
3879,Jody,F,144,1974
3880,Darren,M,622,1974
3881,Fiona,F,405,1974
3882,Nigel,M,151,1974
3883,Stephanie,F,141,1974
3884,Brett,M,613,1974
3885,Tracey,F,400,1974
3886,Alexander,M,150,1974
3887,Kathleen,F,140,1974
3888,Nathan,M,568,1974
3889,Vanessa,F,399,1974
3890,Edward,M,147,1974
3891,Patricia,F,139,1974
3892,Bradley,M,561,1974
3893,Melanie,F,391,1974
3894,Philip,M,143,1974
3895,Peta,F,138,1974
3896,Simon,M,559,1974
3897,Elizabeth,F,374,1974
3898,Thomas,M,130,1974
3899,Kate,F,137,1974
3900,Jason,M,1926,1973
3901,Kylie,F,1119,1973
3902,Luke,M,199,1973
3903,Kathryn,F,214,1973
3904,David,M,1747,1973
3905,Michelle,F,1075,1973
3906,Martin,M,198,1973
3907,Jane,F,213,1973
3908,Michael,M,1715,1973
3909,Nicole,F,1007,1973
3910,Brian,M,195,1973
3911,Suzanne,F,199,1973
3912,Matthew,M,1486,1973
3913,Melissa,F,904,1973
3914,Cameron,M,194,1973
3915,Tammy,F,196,1973
3916,Andrew,M,1356,1973
3917,Lisa,F,818,1973
3918,Gary,M,190,1973
3919,Tina,F,187,1973
3920,Mark,M,1212,1973
3921,Karen,F,795,1973
3922,Tony,M,183,1973
3923,Tania,F,184,1973
3924,Paul,M,1124,1973
3925,Rebecca,F,792,1973
3926,Geoffrey,M,178,1973
3927,Sally,F,183,1973
3928,Christopher,M,1052,1973
3929,Belinda,F,633,1973
3930,Kevin,M,173,1973
3931,Anna,F,178,1973
3932,Scott,M,1038,1973
3933,Amanda,F,589,1973
3934,Joseph,M,173,1973
3935,Sonia,F,177,1973
3936,Peter,M,980,1973
3937,Julie,F,491,1973
3938,Todd,M,168,1973
3939,Anne,F,166,1973
3940,Adam,M,930,1973
3941,Jennifer,F,487,1973
3942,Christian,M,166,1973
3943,Patricia,F,165,1973
3944,Shane,M,873,1973
3945,Joanne,F,480,1973
3946,Jeffrey,M,164,1973
3947,Cindy,F,159,1973
3948,Craig,M,859,1973
3949,Kelly,F,463,1973
3950,Joshua,M,162,1973
3951,Kerry,F,156,1973
3952,Robert,M,850,1973
3953,Rachel,F,440,1973
3954,Shannon,M,154,1973
3955,Renee,F,156,1973
3956,Daniel,M,814,1973
3957,Kim,F,434,1973
3958,Patrick,M,149,1973
3959,Heidi,F,147,1973
3960,Anthony,M,783,1973
3961,Samantha,F,425,1973
3962,Jeremy,M,147,1973
3963,Kerrie,F,146,1973
3964,James,M,665,1973
3965,Sharon,F,417,1973
3966,Colin,M,145,1973
3967,Justine,F,141,1973
3968,Darren,M,600,1973
3969,Natalie,F,416,1973
3970,Philip,M,143,1973
3971,Wendy,F,139,1973
3972,Stephen,M,590,1973
3973,Fiona,F,408,1973
3974,Thomas,M,143,1973
3975,Naomi,F,136,1973
3976,Brett,M,570,1973
3977,Tracey,F,391,1973
3978,Warren,M,142,1973
3979,Mary,F,134,1973
3980,Bradley,M,549,1973
3981,Donna,F,383,1973
3982,Graham,M,137,1973
3983,Annette,F,133,1973
3984,Steven,M,542,1973
3985,Elizabeth,F,375,1973
3986,Raymond,M,130,1973
3987,Jodi,F,128,1973
3988,Simon,M,516,1973
3989,Angela,F,374,1973
3990,Jonathan,M,130,1973
3991,Vicki,F,126,1973
3992,Richard,M,506,1973
3993,Leanne,F,374,1973
3994,Nigel,M,129,1973
3995,Allison,F,125,1973
3996,Gregory,M,497,1973
3997,Sarah,F,360,1973
3998,Alexander,M,127,1973
3999,Paula,F,124,1973
4000,Jason,M,2638,1972
4001,Michelle,F,1321,1972
4002,Kevin,M,218,1972
4003,Rachael,F,219,1972
4004,David,M,2014,1972
4005,Kylie,F,1217,1972
4006,Gary,M,211,1972
4007,Natasha,F,217,1972
4008,Michael,M,1845,1972
4009,Nicole,F,1095,1972
4010,Damien,M,210,1972
4011,Sonia,F,217,1972
4012,Matthew,M,1554,1972
4013,Lisa,F,892,1972
4014,Jeffrey,M,201,1972
4015,Tina,F,202,1972
4016,Andrew,M,1423,1972
4017,Karen,F,890,1972
4018,Brian,M,191,1972
4019,Anna,F,201,1972
4020,Paul,M,1401,1972
4021,Melissa,F,738,1972
4022,Luke,M,190,1972
4023,Tania,F,196,1972
4024,Mark,M,1262,1972
4025,Rebecca,F,721,1972
4026,Todd,M,185,1972
4027,Kerrie,F,190,1972
4028,Peter,M,1197,1972
4029,Joanne,F,697,1972
4030,Joseph,M,181,1972
4031,Wendy,F,183,1972
4032,Christopher,M,1189,1972
4033,Amanda,F,601,1972
4034,Joshua,M,176,1972
4035,Anne,F,182,1972
4036,Robert,M,1069,1972
4037,Sharon,F,590,1972
4038,Tony,M,176,1972
4039,Patricia,F,180,1972
4040,Scott,M,1029,1972
4041,Julie,F,587,1972
4042,Cameron,M,171,1972
4043,Justine,F,179,1972
4044,John,M,1008,1972
4045,Jennifer,F,582,1972
4046,Philip,M,166,1972
4047,Mary,F,171,1972
4048,Adam,M,997,1972
4049,Kim,F,558,1972
4050,Brendan,M,166,1972
4051,Tammy,F,166,1972
4052,Craig,M,949,1972
4053,Jodie,F,524,1972
4054,Colin,M,161,1972
4055,Sally,F,162,1972
4056,Anthony,M,909,1972
4057,Leanne,F,483,1972
4058,Patrick,M,160,1972
4059,Emma,F,159,1972
4060,Darren,M,743,1972
4061,Fiona,F,475,1972
4062,Graham,M,160,1972
4063,Kathleen,F,155,1972
4064,Stephen,M,713,1972
4065,Belinda,F,468,1972
4066,Jeremy,M,153,1972
4067,Renee,F,155,1972
4068,Daniel,M,684,1972
4069,Donna,F,439,1972
4070,Damian,M,151,1972
4071,Allison,F,150,1972
4072,Steven,M,679,1972
4073,Samantha,F,438,1972
4074,Nigel,M,146,1972
4075,Kerry,F,148,1972
4076,James,M,659,1972
4077,Rachel,F,433,1972
4078,Thomas,M,146,1972
4079,Robyn,F,148,1972
4080,Brett,M,632,1972
4081,Elizabeth,F,432,1972
4082,Warren,M,142,1972
4083,Janine,F,148,1972
4084,Richard,M,572,1972
4085,Vanessa,F,422,1972
4086,Raymond,M,140,1972
4087,Stephanie,F,147,1972
4088,Bradley,M,544,1972
4089,Catherine,F,414,1972
4090,Christian,M,139,1972
4091,Victoria,F,146,1972
4092,Gregory,M,541,1972
4093,Kelly,F,405,1972
4094,Alexander,M,138,1972
4095,Jodi,F,142,1972
4096,Simon,M,540,1972
4097,Alison,F,400,1972
4098,Allan,M,138,1972
4099,Vicki,F,142,1972
4100,Jason,M,2473,1971
4101,Michelle,F,1431,1971
4102,Kevin,M,228,1971
4103,Katherine,F,246,1971
4104,David,M,2195,1971
4105,Kylie,F,1067,1971
4106,Martin,M,224,1971
4107,Sonia,F,233,1971
4108,Michael,M,2026,1971
4109,Lisa,F,1015,1971
4110,Damien,M,209,1971
4111,Anna,F,230,1971
4112,Andrew,M,1672,1971
4113,Nicole,F,1003,1971
4114,Tony,M,204,1971
4115,Mary,F,227,1971
4116,Mark,M,1523,1971
4117,Karen,F,991,1971
4118,Nathan,M,197,1971
4119,Anne,F,224,1971
4120,Paul,M,1518,1971
4121,Joanne,F,807,1971
4122,Brendan,M,197,1971
4123,Patricia,F,224,1971
4124,Matthew,M,1407,1971
4125,Melissa,F,734,1971
4126,Joseph,M,190,1971
4127,Wendy,F,218,1971
4128,Peter,M,1306,1971
4129,Julie,F,718,1971
4130,Colin,M,187,1971
4131,Rachael,F,212,1971
4132,John,M,1181,1971
4133,Sharon,F,689,1971
4134,Patrick,M,184,1971
4135,Justine,F,203,1971
4136,Scott,M,1162,1971
4137,Kim,F,679,1971
4138,Raymond,M,183,1971
4139,Melanie,F,201,1971
4140,Robert,M,1112,1971
4141,Tracey,F,612,1971
4142,Graham,M,179,1971
4143,Kerrie,F,192,1971
4144,Anthony,M,1099,1971
4145,Jennifer,F,604,1971
4146,Todd,M,175,1971
4147,Toni,F,183,1971
4148,Craig,M,1083,1971
4149,Amanda,F,587,1971
4150,Warren,M,169,1971
4151,Natasha,F,180,1971
4152,Christopher,M,972,1971
4153,Donna,F,563,1971
4154,Cameron,M,163,1971
4155,Emma,F,176,1971
4156,Darren,M,870,1971
4157,Belinda,F,535,1971
4158,Jeremy,M,161,1971
4159,Paula,F,173,1971
4160,Stephen,M,779,1971
4161,Jodie,F,516,1971
4162,Philip,M,159,1971
4163,Jody,F,172,1971
4164,Adam,M,742,1971
4165,Fiona,F,502,1971
4166,Alan,M,148,1971
4167,Kerry,F,170,1971
4168,Steven,M,704,1971
4169,Leanne,F,498,1971
4170,Thomas,M,145,1971
4171,Sally,F,168,1971
4172,Richard,M,670,1971
4173,Elizabeth,F,473,1971
4174,Luke,M,141,1971
4175,Allison,F,168,1971
4176,James,M,655,1971
4177,Catherine,F,455,1971
4178,Kenneth,M,137,1971
4179,Robyn,F,161,1971
4180,Brett,M,639,1971
4181,Vanessa,F,438,1971
4182,Trevor,M,136,1971
4183,Kathleen,F,160,1971
4184,Gregory,M,577,1971
4185,Angela,F,422,1971
4186,Jonathan,M,135,1971
4187,Cheryl,F,160,1971
4188,Simon,M,533,1971
4189,Alison,F,421,1971
4190,Nigel,M,128,1971
4191,Janelle,F,159,1971
4192,Daniel,M,500,1971
4193,Rachel,F,418,1971
4194,Neil,M,126,1971
4195,Lee,F,155,1971
4196,Timothy,M,461,1971
4197,Susan,F,417,1971
4198,Ross,M,124,1971
4199,Annette,F,154,1971
4200,David,M,2192,1970
4201,Michelle,F,1348,1970
4202,Gavin,M,206,1970
4203,Anna,F,214,1970
4204,Jason,M,2002,1970
4205,Karen,F,1102,1970
4206,Benjamin,M,199,1970
4207,Anne,F,204,1970
4208,Michael,M,1930,1970
4209,Lisa,F,991,1970
4210,Gary,M,193,1970
4211,Tania,F,203,1970
4212,Andrew,M,1602,1970
4213,Nicole,F,849,1970
4214,Raymond,M,183,1970
4215,Simone,F,201,1970
4216,Paul,M,1554,1970
4217,Kylie,F,760,1970
4218,Tony,M,181,1970
4219,Tina,F,194,1970
4220,Mark,M,1390,1970
4221,Sharon,F,725,1970
4222,Adrian,M,180,1970
4223,Kellie,F,193,1970
4224,Peter,M,1340,1970
4225,Joanne,F,693,1970
4226,Patrick,M,180,1970
4227,Justine,F,192,1970
4228,John,M,1191,1970
4229,Julie,F,655,1970
4230,Joseph,M,177,1970
4231,Carolyn,F,190,1970
4232,Anthony,M,1080,1970
4233,Kim,F,624,1970
4234,Todd,M,175,1970
4235,Kathleen,F,186,1970
4236,Robert,M,1024,1970
4237,Tracey,F,619,1970
4238,Philip,M,164,1970
4239,Kerrie,F,186,1970
4240,Matthew,M,1015,1970
4241,Jennifer,F,616,1970
4242,Damien,M,153,1970
4243,Vicki,F,183,1970
4244,Darren,M,1008,1970
4245,Melissa,F,588,1970
4246,Mathew,M,151,1970
4247,Kerry,F,168,1970
4248,Craig,M,1004,1970
4249,Leanne,F,539,1970
4250,Shaun,M,151,1970
4251,Lee,F,167,1970
4252,Scott,M,1000,1970
4253,Fiona,F,496,1970
4254,Cameron,M,146,1970
4255,Melinda,F,165,1970
4256,Stephen,M,877,1970
4257,Donna,F,489,1970
4258,Alan,M,145,1970
4259,Annette,F,165,1970
4260,Christopher,M,833,1970
4261,Amanda,F,475,1970
4262,Trevor,M,145,1970
4263,Bronwyn,F,162,1970
4264,Steven,M,721,1970
4265,Catherine,F,458,1970
4266,Graham,M,144,1970
4267,Sally,F,159,1970
4268,Shane,M,696,1970
4269,Elizabeth,F,457,1970
4270,Luke,M,141,1970
4271,Cheryl,F,159,1970
4272,James,M,683,1970
4273,Tracy,F,452,1970
4274,Kenneth,M,140,1970
4275,Emma,F,155,1970
4276,Gregory,M,601,1970
4277,Susan,F,451,1970
4278,Ronald,M,133,1970
4279,Tammy,F,147,1970
4280,Richard,M,571,1970
4281,Jodie,F,448,1970
4282,Garry,M,130,1970
4283,Margaret,F,144,1970
4284,Brett,M,564,1970
4285,Rebecca,F,400,1970
4286,Allan,M,129,1970
4287,Debbie,F,144,1970
4288,Adam,M,537,1970
4289,Belinda,F,397,1970
4290,Thomas,M,128,1970
4291,Michele,F,144,1970
4292,Simon,M,480,1970
4293,Maria,F,395,1970
4294,Bruce,M,128,1970
4295,Ann,F,144,1970
4296,Wayne,M,455,1970
4297,Linda,F,389,1970
4298,Neil,M,123,1970
4299,Robyn,F,143,1970
4300,David,M,2525,1969
4301,Michelle,F,1453,1969
4302,Glen,M,204,1969
4303,Anna,F,215,1969
4304,Michael,M,1991,1969
4305,Karen,F,1254,1969
4306,Jamie,M,200,1969
4307,Patricia,F,212,1969
4308,Mark,M,1675,1969
4309,Lisa,F,1150,1969
4310,Neil,M,199,1969
4311,Kerrie,F,212,1969
4312,Paul,M,1608,1969
4313,Sharon,F,989,1969
4314,Gavin,M,198,1969
4315,Kellie,F,209,1969
4316,Andrew,M,1522,1969
4317,Nicole,F,781,1969
4318,Philip,M,195,1969
4319,Melinda,F,207,1969
4320,Peter,M,1500,1969
4321,Jennifer,F,709,1969
4322,Bruce,M,192,1969
4323,Tania,F,207,1969
4324,John,M,1318,1969
4325,Joanne,F,704,1969
4326,Tony,M,182,1969
4327,Carolyn,F,207,1969
4328,Craig,M,1213,1969
4329,Julie,F,702,1969
4330,Adrian,M,179,1969
4331,Katherine,F,197,1969
4332,Scott,M,1175,1969
4333,Leanne,F,646,1969
4334,Justin,M,179,1969
4335,Simone,F,193,1969
4336,Anthony,M,1162,1969
4337,Kim,F,645,1969
4338,Patrick,M,178,1969
4339,Danielle,F,192,1969
4340,Robert,M,1156,1969
4341,Donna,F,619,1969
4342,Kenneth,M,176,1969
4343,Margaret,F,188,1969
4344,Jason,M,1150,1969
4345,Susan,F,605,1969
4346,Joseph,M,175,1969
4347,Tina,F,188,1969
4348,Darren,M,1034,1969
4349,Tracey,F,577,1969
4350,Ronald,M,173,1969
4351,Kathleen,F,185,1969
4352,Stephen,M,996,1969
4353,Melissa,F,576,1969
4354,Alan,M,173,1969
4355,Cheryl,F,183,1969
4356,Matthew,M,977,1969
4357,Fiona,F,570,1969
4358,Garry,M,166,1969
4359,Annette,F,181,1969
4360,Christopher,M,887,1969
4361,Catherine,F,536,1969
4362,Thomas,M,156,1969
4363,Debra,F,177,1969
4364,Steven,M,747,1969
4365,Kylie,F,526,1969
4366,Trevor,M,152,1969
4367,Sarah,F,177,1969
4368,James,M,702,1969
4369,Amanda,F,490,1969
4370,Benjamin,M,148,1969
4371,Justine,F,163,1969
4372,Shane,M,701,1969
4373,Elizabeth,F,459,1969
4374,Allan,M,145,1969
4375,Lee,F,163,1969
4376,Richard,M,644,1969
4377,Maria,F,430,1969
4378,Shaun,M,140,1969
4379,Sally,F,160,1969
4380,Gregory,M,638,1969
4381,Linda,F,415,1969
4382,Todd,M,133,1969
4383,Bronwyn,F,159,1969
4384,Brett,M,557,1969
4385,Jodie,F,414,1969
4386,Ross,M,132,1969
4387,Janelle,F,158,1969
4388,Wayne,M,555,1969
4389,Louise,F,398,1969
4390,Graeme,M,124,1969
4391,Ann,F,148,1969
4392,Rodney,M,496,1969
4393,Tracy,F,387,1969
4394,Edward,M,119,1969
4395,Sonia,F,145,1969
4396,Adam,M,468,1969
4397,Angela,F,387,1969
4398,Jonathan,M,116,1969
4399,Debbie,F,145,1969
4400,David,M,2233,1968
4401,Karen,F,1212,1968
4402,Graham,M,198,1968
4403,Natalie,F,211,1968
4404,Michael,M,1935,1968
4405,Lisa,F,1202,1968
4406,Patrick,M,197,1968
4407,Margaret,F,210,1968
4408,Mark,M,1606,1968
4409,Michelle,F,1169,1968
4410,Bruce,M,196,1968
4411,Katrina,F,201,1968
4412,Paul,M,1574,1968
4413,Sharon,F,901,1968
4414,Glen,M,192,1968
4415,Megan,F,200,1968
4416,Peter,M,1521,1968
4417,Jennifer,F,725,1968
4418,Nicholas,M,192,1968
4419,Anna,F,191,1968
4420,Andrew,M,1350,1968
4421,Leanne,F,674,1968
4422,Tony,M,174,1968
4423,Kathleen,F,189,1968
4424,John,M,1326,1968
4425,Donna,F,666,1968
4426,Ronald,M,172,1968
4427,Melinda,F,189,1968
4428,Anthony,M,1122,1968
4429,Julie,F,616,1968
4430,Gavin,M,166,1968
4431,Debra,F,185,1968
4432,Craig,M,1071,1968
4433,Kim,F,590,1968
4434,Alan,M,150,1968
4435,Katherine,F,171,1968
4436,Robert,M,1056,1968
4437,Susan,F,582,1968
4438,Neil,M,148,1968
4439,Rebecca,F,170,1968
4440,Stephen,M,986,1968
4441,Catherine,F,547,1968
4442,Garry,M,148,1968
4443,Annette,F,167,1968
4444,Darren,M,937,1968
4445,Tracey,F,542,1968
4446,Ross,M,142,1968
4447,Lynette,F,154,1968
4448,Scott,M,934,1968
4449,Joanne,F,534,1968
4450,Kenneth,M,142,1968
4451,Lee,F,152,1968
4452,Matthew,M,833,1968
4453,Nicole,F,511,1968
4454,Allan,M,139,1968
4455,Debbie,F,151,1968
4456,Christopher,M,799,1968
4457,Elizabeth,F,454,1968
4458,Shaun,M,139,1968
4459,Sally,F,147,1968
4460,Steven,M,713,1968
4461,Maria,F,436,1968
4462,Barry,M,137,1968
4463,Paula,F,147,1968
4464,Gregory,M,637,1968
4465,Linda,F,426,1968
4466,Graeme,M,134,1968
4467,Simone,F,146,1968
4468,James,M,556,1968
4469,Fiona,F,419,1968
4470,Trevor,M,129,1968
4471,Janelle,F,146,1968
4472,Richard,M,552,1968
4473,Jacqueline,F,409,1968
4474,Adrian,M,127,1968
4475,Dianne,F,143,1968
4476,Wayne,M,549,1968
4477,Melissa,F,398,1968
4478,Russell,M,124,1968
4479,Rachel,F,143,1968
4480,Brett,M,530,1968
4481,Deborah,F,392,1968
4482,Malcolm,M,124,1968
4483,Maree,F,141,1968
4484,Rodney,M,453,1968
4485,Helen,F,383,1968
4486,Justin,M,123,1968
4487,Kellie,F,140,1968
4488,Jason,M,438,1968
4489,Sandra,F,370,1968
4490,Jamie,M,121,1968
4491,Judith,F,140,1968
4492,Ian,M,438,1968
4493,Tracy,F,363,1968
4494,Thomas,M,107,1968
4495,Ann,F,139,1968
4496,Timothy,M,409,1968
4497,Jodie,F,358,1968
4498,Todd,M,107,1968
4499,Sarah,F,139,1968
4500,David,M,2338,1967
4501,Michelle,F,1198,1967
4502,Joseph,M,196,1967
4503,Carolyn,F,184,1967
4504,Michael,M,1937,1967
4505,Karen,F,1129,1967
4506,Jeffrey,M,187,1967
4507,Megan,F,184,1967
4508,Paul,M,1601,1967
4509,Lisa,F,975,1967
4510,Patrick,M,173,1967
4511,Annette,F,184,1967
4512,Peter,M,1596,1967
4513,Sharon,F,804,1967
4514,Alan,M,171,1967
4515,Natalie,F,183,1967
4516,Mark,M,1478,1967
4517,Donna,F,779,1967
4518,Kenneth,M,167,1967
4519,Kylie,F,182,1967
4520,John,M,1395,1967
4521,Julie,F,743,1967
4522,Troy,M,163,1967
4523,Lynette,F,182,1967
4524,Andrew,M,1258,1967
4525,Kim,F,716,1967
4526,Allan,M,161,1967
4527,Kerrie,F,181,1967
4528,Robert,M,1211,1967
4529,Jennifer,F,691,1967
4530,Ronald,M,160,1967
4531,Bronwyn,F,173,1967
4532,Anthony,M,1076,1967
4533,Susan,F,614,1967
4534,Tony,M,154,1967
4535,Samantha,F,172,1967
4536,Craig,M,1013,1967
4537,Leanne,F,593,1967
4538,Thomas,M,151,1967
4539,Dianne,F,168,1967
4540,Darren,M,996,1967
4541,Joanne,F,583,1967
4542,Garry,M,148,1967
4543,Narelle,F,164,1967
4544,Stephen,M,996,1967
4545,Tracey,F,551,1967
4546,Neil,M,147,1967
4547,Melinda,F,159,1967
4548,Scott,M,805,1967
4549,Catherine,F,527,1967
4550,Barry,M,145,1967
4551,Lee,F,159,1967
4552,Gregory,M,737,1967
4553,Elizabeth,F,469,1967
4554,Graeme,M,144,1967
4555,Katherine,F,154,1967
4556,Steven,M,686,1967
4557,Deborah,F,465,1967
4558,Nicholas,M,143,1967
4559,Michele,F,152,1967
4560,Christopher,M,650,1967
4561,Linda,F,438,1967
4562,Trevor,M,142,1967
4563,Maree,F,148,1967
4564,James,M,602,1967
4565,Sandra,F,430,1967
4566,Todd,M,128,1967
4567,Toni,F,144,1967
4568,Wayne,M,596,1967
4569,Maria,F,412,1967
4570,Ross,M,126,1967
4571,Janelle,F,144,1967
4572,Rodney,M,591,1967
4573,Helen,F,406,1967
4574,Adrian,M,119,1967
4575,Diane,F,144,1967
4576,Richard,M,543,1967
4577,Fiona,F,392,1967
4578,Gavin,M,119,1967
4579,Vanessa,F,142,1967
4580,Brett,M,516,1967
4581,Tracy,F,388,1967
4582,Malcolm,M,113,1967
4583,Sally,F,142,1967
4584,Matthew,M,482,1967
4585,Christine,F,381,1967
4586,Shaun,M,110,1967
4587,Judith,F,141,1967
4588,Ian,M,446,1967
4589,Nicole,F,363,1967
4590,Darrin,M,105,1967
4591,Sarah,F,138,1967
4592,Timothy,M,406,1967
4593,Louise,F,357,1967
4594,Jonathan,M,105,1967
4595,Debbie,F,134,1967
4596,Shane,M,389,1967
4597,Melissa,F,340,1967
4598,Dennis,M,101,1967
4599,Rebecca,F,124,1967
4600,David,M,2299,1966
4601,Karen,F,1213,1966
4602,Sean,M,198,1966
4603,Lee,F,183,1966
4604,Michael,M,1807,1966
4605,Michelle,F,1152,1966
4606,Philip,M,197,1966
4607,Lynette,F,179,1966
4608,Peter,M,1714,1966
4609,Sharon,F,912,1966
4610,Martin,M,188,1966
4611,Janelle,F,176,1966
4612,Paul,M,1577,1966
4613,Donna,F,821,1966
4614,Patrick,M,176,1966
4615,Ann,F,171,1966
4616,Mark,M,1532,1966
4617,Lisa,F,794,1966
4618,Daniel,M,170,1966
4619,Carol,F,170,1966
4620,John,M,1458,1966
4621,Kim,F,737,1966
4622,Allan,M,168,1966
4623,Anna,F,170,1966
4624,Andrew,M,1202,1966
4625,Jennifer,F,711,1966
4626,Tony,M,168,1966
4627,Kylie,F,164,1966
4628,Robert,M,1193,1966
4629,Julie,F,700,1966
4630,Alan,M,168,1966
4631,Katherine,F,164,1966
4632,Stephen,M,1076,1966
4633,Leanne,F,655,1966
4634,Barry,M,168,1966
4635,Kerrie,F,163,1966
4636,Darren,M,1036,1966
4637,Susan,F,651,1966
4638,Joseph,M,165,1966
4639,Judith,F,157,1966
4640,Anthony,M,1008,1966
4641,Catherine,F,598,1966
4642,Ross,M,161,1966
4643,Diane,F,156,1966
4644,Craig,M,920,1966
4645,Joanne,F,597,1966
4646,Neil,M,154,1966
4647,Sally,F,154,1966
4648,Gregory,M,752,1966
4649,Tracey,F,529,1966
4650,Ronald,M,149,1966
4651,Megan,F,149,1966
4652,Scott,M,668,1966
4653,Deborah,F,509,1966
4654,Nicholas,M,144,1966
4655,Michele,F,148,1966
4656,Christopher,M,635,1966
4657,Linda,F,489,1966
4658,Thomas,M,144,1966
4659,Jodie,F,145,1966
4660,Steven,M,631,1966
4661,Maria,F,482,1966
4662,Darrin,M,143,1966
4663,Narelle,F,145,1966
4664,Rodney,M,602,1966
4665,Elizabeth,F,472,1966
4666,Gavin,M,136,1966
4667,Kelly,F,137,1966
4668,Wayne,M,587,1966
4669,Sandra,F,459,1966
4670,Malcolm,M,136,1966
4671,Rhonda,F,136,1966
4672,James,M,555,1966
4673,Helen,F,442,1966
4674,Troy,M,133,1966
4675,Denise,F,135,1966
4676,Brett,M,512,1966
4677,Christine,F,380,1966
4678,Graeme,M,133,1966
4679,Bronwyn,F,130,1966
4680,Richard,M,507,1966
4681,Wendy,F,351,1966
4682,Douglas,M,114,1966
4683,Natalie,F,128,1966
4684,Ian,M,494,1966
4685,Fiona,F,350,1966
4686,Jonathan,M,111,1966
4687,Toni,F,126,1966
4688,Matthew,M,392,1966
4689,Anne,F,344,1966
4690,Russell,M,110,1966
4691,Katrina,F,126,1966
4692,Shane,M,381,1966
4693,Suzanne,F,337,1966
4694,Edward,M,107,1966
4695,Leonie,F,124,1966
4696,Timothy,M,381,1966
4697,Tracy,F,315,1966
4698,Terry,M,105,1966
4699,Barbara,F,123,1966
4700,David,M,2466,1965
4701,Karen,F,1154,1965
4702,Trevor,M,196,1965
4703,Debbie,F,201,1965
4704,Michael,M,1911,1965
4705,Sharon,F,919,1965
4706,Daniel,M,193,1965
4707,Ann,F,200,1965
4708,Peter,M,1752,1965
4709,Donna,F,825,1965
4710,Joseph,M,192,1965
4711,Megan,F,183,1965
4712,Mark,M,1614,1965
4713,Michelle,F,823,1965
4714,Patrick,M,187,1965
4715,Anna,F,177,1965
4716,John,M,1573,1965
4717,Julie,F,782,1965
4718,Dean,M,176,1965
4719,Carol,F,175,1965
4720,Paul,M,1549,1965
4721,Jennifer,F,775,1965
4722,Ronald,M,169,1965
4723,Janelle,F,174,1965
4724,Robert,M,1201,1965
4725,Lisa,F,754,1965
4726,Barry,M,160,1965
4727,Katherine,F,172,1965
4728,Stephen,M,1148,1965
4729,Susan,F,746,1965
4730,Sean,M,159,1965
4731,Nicole,F,168,1965
4732,Andrew,M,1125,1965
4733,Leanne,F,730,1965
4734,Allan,M,159,1965
4735,Tanya,F,167,1965
4736,Anthony,M,1090,1965
4737,Kim,F,646,1965
4738,Neil,M,158,1965
4739,Denise,F,156,1965
4740,Craig,M,898,1965
4741,Joanne,F,644,1965
4742,Graeme,M,158,1965
4743,Leonie,F,156,1965
4744,Gregory,M,796,1965
4745,Catherine,F,632,1965
4746,Tony,M,157,1965
4747,Lee,F,155,1965
4748,Darren,M,726,1965
4749,Tracey,F,607,1965
4750,Ross,M,151,1965
4751,Sally,F,153,1965
4752,Christopher,M,626,1965
4753,Elizabeth,F,540,1965
4754,Malcolm,M,120,1965
4755,Narelle,F,152,1965
4756,Steven,M,623,1965
4757,Linda,F,525,1965
4758,Nicholas,M,119,1965
4759,Natalie,F,147,1965
4760,James,M,616,1965
4761,Deborah,F,490,1965
4762,Douglas,M,119,1965
4763,Tania,F,147,1965
4764,Scott,M,614,1965
4765,Sandra,F,472,1965
4766,Darrin,M,119,1965
4767,Rhonda,F,144,1965
4768,Wayne,M,608,1965
4769,Maria,F,456,1965
4770,Thomas,M,119,1965
4771,Maree,F,137,1965
4772,Brett,M,586,1965
4773,Helen,F,418,1965
4774,Darryl,M,115,1965
4775,Bronwyn,F,136,1965
4776,Richard,M,585,1965
4777,Robyn,F,396,1965
4778,Jason,M,112,1965
4779,Katrina,F,125,1965
4780,Ian,M,541,1965
4781,Suzanne,F,375,1965
4782,Terry,M,112,1965
4783,Cindy,F,123,1965
4784,Rodney,M,516,1965
4785,Wendy,F,375,1965
4786,Russell,M,112,1965
4787,Jodie,F,121,1965
4788,Phillip,M,380,1965
4789,Anne,F,357,1965
4790,Leslie,M,106,1965
4791,Michele,F,121,1965
4792,Glenn,M,380,1965
4793,Margaret,F,357,1965
4794,Adrian,M,101,1965
4795,Roslyn,F,113,1965
4796,Kevin,M,353,1965
4797,Christine,F,356,1965
4798,Edward,M,101,1965
4799,Heather,F,111,1965
4800,David,M,2712,1964
4801,Karen,F,1192,1964
4802,Neil,M,217,1964
4803,Narelle,F,200,1964
4804,Michael,M,2035,1964
4805,Sharon,F,980,1964
4806,Barry,M,216,1964
4807,Melissa,F,199,1964
4808,Peter,M,1938,1964
4809,Jennifer,F,965,1964
4810,Trevor,M,213,1964
4811,Bronwyn,F,197,1964
